Account;Account name;Campaign#Original;Campaign;Labels;Campaign Type;Networks;Budget;Budget type;EU political ads;Standard conversion goals;Customer acquisition;Languages;Bid Strategy Type;Bid Strategy Name;Enhanced CPC;Desktop Bid Modifier;Mobile Bid Modifier;Tablet Bid Modifier;TV Screen Bid Modifier;Start Date;End Date;Broad match keywords;Ad Schedule;Ad rotation;Content exclusions;Targeting method;Exclusion method;Audience targeting;Flexible Reach;AI Max;Text customization;Final URL expansion;Ad Group#Original;Ad Group;Max CPC;Max CPM;Target CPA;Max CPV;Target CPV;Percent CPC;Target CPM;Target ROAS;Target CPC;Display Network Custom Bid Type;Optimized targeting;Strict age and gender targeting;Search term matching;Ad Group Type;Channels;Audience name;Age demographic;Gender demographic;Income demographic;Parental status demographic;Remarketing audience segments;Interest categories;Life events;Custom audience segments;Detailed demographics;Remarketing audience exclusions;Tracking template;Final URL suffix;Custom parameters;ID#Original;ID;Location#Original;Location;Location type;Reach;Location groups#Original;Location groups;Radius#Original;Radius;Unit#Original;Unit;Bid Modifier;Criterion Type;Keyword#Original;Keyword;Criterion Type#Original;First page bid;Top of page bid;First position bid;Quality score;Landing page experience;Expected CTR;Ad relevance;Final URL;Final mobile URL;Ad type;Headline 1#Original;Headline 1;Headline 1 position;Headline 2#Original;Headline 2;Headline 2 position;Headline 3#Original;Headline 3;Headline 3 position;Headline 4;Headline 4 position;Headline 5;Headline 5 position;Headline 6;Headline 6 position;Headline 7;Headline 7 position;Headline 8;Headline 8 position;Headline 9;Headline 9 position;Headline 10;Headline 10 position;Headline 11;Headline 11 position;Headline 12;Headline 12 position;Headline 13;Headline 13 position;Headline 14;Headline 14 position;Headline 15;Headline 15 position;Description 1#Original;Description 1;Description 1 position;Description 2#Original;Description 2;Description 2 position;Description 3;Description 3 position;Description 4;Description 4 position;Path 1;Path 2;IP address#Original;IP address;Shared set name#Original;Shared set name;Shared set type;Keyword count;Link Text#Original;Link Text;Description Line 1#Original;Description Line 1;Description Line 2#Original;Description Line 2;Upgraded extension;Source;Link source;Final URL#Original;Header#Original;Header;Snippet Values#Original;Snippet Values;Callout text#Original;Callout text;Phone Number#Original;Phone Number;Country of Phone#Original;Country of Phone;Conversion Action;Campaign Status;Ad Group Status;Status;Approval Status;Ad strength;Comment
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001238;1001238;Ronse, Vlaanderen, België;Ronse, Vlaanderen, België;City;49000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9047652;9047652;Damme, Vlaanderen, België;Damme, Vlaanderen, België;City;26000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001221;1001221;Lochristi, Vlaanderen, België;Lochristi, Vlaanderen, België;City;69000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001130;1001130;Overijse, Vlaanderen, België;Overijse, Vlaanderen, België;City;58000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001083;1001083;Westerlo, Vlaanderen, België;Westerlo, Vlaanderen, België;City;68000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001266;1001266;Harelbeke, Vlaanderen, België;Harelbeke, Vlaanderen, België;City;66000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001020;1001020;Sint-Lambrechts-Woluwe, Brussel, België;Sint-Lambrechts-Woluwe, Brussel, België;City;133000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001001;1001001;Anderlecht, Brussel, België;Anderlecht, Brussel, België;City;271000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001215;1001215;Kruibeke, Vlaanderen, België;Kruibeke, Vlaanderen, België;City;43000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001231;1001231;Nazareth, Vlaanderen, België;Nazareth, Vlaanderen, België;City;32000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001073;1001073;Schilde, Vlaanderen, België;Schilde, Vlaanderen, België;City;32000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001107;1001107;Halle, Vlaanderen, België;Halle, Vlaanderen, België;City;121000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001087;1001087;Wommelgem, Vlaanderen, België;Wommelgem, Vlaanderen, België;City;49000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001025;1001025;Balen, Vlaanderen, België;Balen, Vlaanderen, België;City;88000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040070;9040070;Vorst, Brussel, België;Vorst, Brussel, België;City;104000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001187;1001187;Aalst, Vlaanderen, België;Aalst, Vlaanderen, België;City;240000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040060;9040060;Gooik, Vlaanderen, België;Gooik, Vlaanderen, België;City;18000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001207;1001207;Gavere, Vlaanderen, België;Gavere, Vlaanderen, België;City;52000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001287;1001287;Roeselare, Vlaanderen, België;Roeselare, Vlaanderen, België;City;207000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001038;1001038;Duffel, Vlaanderen, België;Duffel, Vlaanderen, België;City;38000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040091;9040091;Middelkerke, Vlaanderen, België;Middelkerke, Vlaanderen, België;City;117000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001294;1001294;Torhout, Vlaanderen, België;Torhout, Vlaanderen, België;City;50000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040020;9040020;Hoegaarden, Vlaanderen, België;Hoegaarden, Vlaanderen, België;City;13000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001104;1001104;Grimbergen, Vlaanderen, België;Grimbergen, Vlaanderen, België;City;91000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040045;9040045;Blankenberge, Vlaanderen, België;Blankenberge, Vlaanderen, België;City;103000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001273;1001273;Knokke-Heist, Vlaanderen, België;Knokke-Heist, Vlaanderen, België;City;161000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040010;9040010;Laakdal, Vlaanderen, België;Laakdal, Vlaanderen, België;City;33000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001274;1001274;Koksijde, Vlaanderen, België;Koksijde, Vlaanderen, België;City;197000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001152;1001152;Alken, Vlaanderen, België;Alken, Vlaanderen, België;City;25000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040011;9040011;Meerhout, Vlaanderen, België;Meerhout, Vlaanderen, België;City;20000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001268;1001268;Hooglede, Vlaanderen, België;Hooglede, Vlaanderen, België;City;21000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040084;9040084;Wuustwezel, Vlaanderen, België;Wuustwezel, Vlaanderen, België;City;50000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001150;1001150;Zaventem, Vlaanderen, België;Zaventem, Vlaanderen, België;City;469000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001071;1001071;Rumst, Vlaanderen, België;Rumst, Vlaanderen, België;City;55000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001193;1001193;Brakel, Vlaanderen, België;Brakel, Vlaanderen, België;City;64000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001068;1001068;Puurs-Sint-Amands, Vlaanderen, België;Puurs-Sint-Amands, Vlaanderen, België;City;52000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001110;1001110;Holsbeek, Vlaanderen, België;Holsbeek, Vlaanderen, België;City;20000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001028;1001028;Bonheiden, Vlaanderen, België;Bonheiden, Vlaanderen, België;City;26000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001085;1001085;Willebroek, Vlaanderen, België;Willebroek, Vlaanderen, België;City;51000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001208;1001208;Gent, Vlaanderen, België;Gent, Vlaanderen, België;City;2550000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040042;9040042;Ingelmunster, Vlaanderen, België;Ingelmunster, Vlaanderen, België;City;22000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001210;1001210;Hamme, Vlaanderen, België;Hamme, Vlaanderen, België;City;55000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001010;1001010;Elsene, Brussel, België;Elsene, Brussel, België;City;270000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9040058;9040058;Galmaarden, Vlaanderen, België;Galmaarden, Vlaanderen, België;City;16000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001300;1001300;Wevelgem, Vlaanderen, België;Wevelgem, Vlaanderen, België;City;61000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001298;1001298;Wervik, Vlaanderen, België;Wervik, Vlaanderen, België;City;33000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001027;1001027;Boechout, Vlaanderen, België;Boechout, Vlaanderen, België;City;28000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
801-957-6699;Voorbeeldaccount Stan;;BE Dak Eigen Merk Lokaal [Plaats];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1001098;1001098;Boutersem, Vlaanderen, België;Boutersem, Vlaanderen, België;City;16000;;;;;;;;Campaign Negative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paused;;Enabled;;;
